customerID,Gender,SeniorCitizen,Partner,Dependents,Tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,Call Duration,Data Usage
3804-RVTGV,Male,0,Yes,Yes,50,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Monthly,Yes,Bank transfer (automatic),103.85,5017.9,Yes,20,1990
6259-WJQLC,Male,1,No,No,32,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Monthly,Yes,Credit card (automatic),81.1,2619.25,No,33,211
9227-LUNBG,Female,0,No,No,1,No,No,DSL,No,No,No,No,No,No,Monthly,No,Manual,24.6,24.6,Yes,51,261
7997-EASSD,Female,0,Yes,No,63,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Credit card (automatic),81.2,4965.1,No,55,1160
0730-KOAVE,Male,0,No,No,30,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Monthly,Yes,Credit card (automatic),94.3,2679.7,No,13,2669
8975-SKGRX,Male,0,Yes,No,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),116.1,8310.55,No,11,3353
0678-RLHVP,Female,0,No,No,53,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,No,Manual,105.55,5682.25,No,24,674
4315-MURBD,Female,0,No,No,12,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Monthly,Yes,Bank transfer (automatic),98.9,1120.95,Yes,11,2670
2267-FPIMA,Male,0,Yes,No,50,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Monthly,Yes,Credit card (automatic),94.4,4914.9,No,57,4142
1051-GEJLJ,Female,0,No,No,2,Yes,No,No,No,No,No,No,No,No,Monthly,No,Manual,19.5,27.55,No,57,3451
9734-YWGEX,Female,0,No,No,9,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Monthly,No,Credit card (automatic),98.3,923.5,Yes,10,2244
2719-BDAQO,Male,0,No,No,17,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Monthly,No,Manual,93.85,1625.65,Yes,24,4339
5285-MVEHD,Female,0,Yes,No,56,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),105.6,6068.65,No,54,3568
0379-DJQHR,Male,0,Yes,Yes,67,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),81.35,5398.6,No,48,2030
0781-LKXBR,Male,1,No,No,9,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Monthly,Yes,Manual,100.5,918.6,Yes,3,2720
5543-QDCRY,Male,0,No,No,4,Yes,No,DSL,No,No,No,No,Yes,No,Monthly,Yes,Manual,56.4,234.85,No,14,1327
0297-RBCSG,Male,0,No,No,19,Yes,No,DSL,No,Yes,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),65.35,1231.85,No,27,1264
4694-PHWFW,Female,0,No,Yes,8,Yes,No,No,No,No,No,No,No,No,Monthly,No,Manual,19.95,170.9,No,50,2192
0835-JKADZ,Female,0,No,No,71,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Manual,111.25,7984.15,No,27,1905
1907-UBQFC,Male,1,No,No,10,Yes,No,Fiber optic,No,Yes,No,No,No,No,Monthly,Yes,Manual,72.85,688.65,Yes,24,1581
7508-SMHXL,Female,1,No,No,15,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Monthly,No,Credit card (automatic),89.0,1288.3,No,59,4997
3865-YIOTT,Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),106.1,7848.5,No,50,4587
5993-BQHEA,Male,0,No,No,12,Yes,No,No,No,No,No,No,No,No,One year,No,Credit card (automatic),20.05,267,No,6,4625
6024-RUGGH,Male,0,Yes,Yes,72,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),25.2,1798.9,No,23,1516
6513-EECDB,Male,1,Yes,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Monthly,Yes,Manual,73.55,73.55,Yes,34,1466
3956-CJUST,Female,1,No,No,23,Yes,No,Fiber optic,Yes,No,No,No,No,No,Monthly,Yes,Bank transfer (automatic),75.4,1643.55,No,8,1018
4079-WWQQQ,Male,0,No,No,72,No,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),65.55,4807.45,No,20,2610
6103-BOCOU,Female,0,No,No,26,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Monthly,Yes,Manual,80.7,2193,No,56,1484
5149-TGWDZ,Female,0,No,No,21,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Manual,104.55,2239.4,No,47,1322
7471-WNSUF,Male,0,Yes,No,60,Yes,Yes,No,No,No,No,No,No,No,One year,No,Bank transfer (automatic),24.15,1505.9,No,35,2317
8942-DBMHZ,Male,0,No,No,12,Yes,No,No,No,No,No,No,No,No,Monthly,No,Manual,20.45,255.35,No,33,2126
4301-VVZKA,Male,0,Yes,No,16,Yes,Yes,Fiber optic,No,No,No,No,No,No,Monthly,Yes,Manual,75.4,1189.4,No,10,4736
9199-PWQVC,Female,0,Yes,No,63,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),79.7,4786.15,No,18,2819
4824-GUCBY,Female,1,No,No,22,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Monthly,No,Manual,81.7,1820.9,No,14,3147
5393-HJZSM,Female,0,Yes,Yes,32,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Monthly,No,Bank transfer (automatic),76.3,2404.15,No,48,398
7074-IEVOJ,Female,1,No,No,3,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Monthly,Yes,Manual,79.4,205.05,Yes,59,4190
9625-QSTYE,Female,0,No,No,13,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Monthly,Yes,Manual,81.15,952.3,Yes,18,3918
0862-PRCBS,Female,0,Yes,Yes,68,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),103.75,7039.45,No,56,1022
8812-ZRHFP,Female,0,Yes,Yes,30,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,One year,No,Manual,86.45,2538.05,No,21,2549
5146-CBVOE,Female,0,No,No,16,Yes,No,Fiber optic,No,Yes,No,No,No,No,Monthly,No,Bank transfer (automatic),75.1,1212.85,No,16,2892
0454-OKRCT,Male,0,No,No,33,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Two year,No,Bank transfer (automatic),80.6,2651.1,No,40,170
5787-KXGIY,Male,0,Yes,No,72,Yes,No,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),19.3,1304.8,No,10,2465
4750-ZRXIU,Female,1,No,No,4,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Monthly,Yes,Manual,84.6,360.1,Yes,35,2610
4198-VFOEA,Female,0,No,No,12,No,No,DSL,Yes,No,No,Yes,No,No,One year,Yes,Manual,33.6,435.45,No,13,1755
6630-UJZMY,Female,1,Yes,No,4,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Monthly,Yes,Manual,83.25,308.05,No,37,4415
5709-LVOEQ,Female,0,Yes,Yes,0,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Manual,80.85, ,No,59,173
6400-BWQKW,Female,0,No,No,6,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Monthly,Yes,Manual,79.05,434.5,Yes,10,385
2692-AQCPF,Female,0,Yes,No,65,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),108.05,7118.9,No,48,3782
0347-UBKUZ,Female,0,No,No,15,Yes,No,No,No,No,No,No,No,No,Monthly,No,Manual,19.9,320.45,No,7,3732
0835-DUUIQ,Female,0,No,Yes,24,Yes,No,No,No,No,No,No,No,No,One year,No,Bank transfer (automatic),21.05,531.55,No,57,3958
0811-GSDTP,Female,0,No,Yes,13,No,No,DSL,No,Yes,No,No,No,No,Monthly,No,Manual,30.15,382.2,No,12,2661
7567-ECMCM,Male,0,No,No,24,Yes,No,Fiber optic,No,No,No,No,No,Yes,Monthly,Yes,Credit card (automatic),79.85,2001,No,21,3223
6115-ZTBFQ,Female,0,Yes,No,72,No,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),65.5,4919.7,No,13,1035
6353-BRMMA,Female,0,Yes,Yes,54,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Monthly,Yes,Bank transfer (automatic),104.1,5645.8,No,41,3790
6680-WKXRZ,Female,0,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Monthly,No,Bank transfer (automatic),74.4,215.8,Yes,45,3742
6231-WFGFH,Male,0,Yes,Yes,4,Yes,No,No,No,No,No,No,No,No,Monthly,Yes,Manual,20.5,77.6,No,21,3686
9904-EHEVJ,Female,1,Yes,Yes,32,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Monthly,Yes,Manual,91.35,2896.55,No,13,138
7028-DVOIQ,Male,1,No,No,35,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Monthly,Yes,Manual,99.05,3395.8,Yes,4,3505
6169-PPETC,Male,0,Yes,Yes,35,Yes,No,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),20.5,759.35,No,49,4723
4208-UFFGW,Male,1,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Monthly,No,Manual,44.95,85.15,Yes,12,3113
8584-KMVXD,Female,0,No,No,8,Yes,No,Fiber optic,No,Yes,No,No,No,No,Monthly,No,Manual,75.6,535.55,No,49,3452
8467-WYNSR,Male,0,No,No,22,Yes,No,DSL,Yes,No,No,Yes,No,No,Monthly,No,Manual,55.1,1253.15,No,47,1275
0851-DFJKB,Female,0,No,No,15,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Monthly,No,Manual,58.95,955.15,No,42,649
5382-SOYZL,Male,0,No,No,22,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Monthly,Yes,Manual,95.1,2162.6,No,53,3021
9448-REEVD,Male,0,Yes,No,1,Yes,No,DSL,No,No,No,No,No,No,Monthly,No,Credit card (automatic),44.7,44.7,Yes,20,1861
3261-CQXOL,Female,0,Yes,Yes,71,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),25.45,1813.35,No,19,2437
8388-FYNPZ,Male,0,No,No,4,Yes,No,DSL,Yes,No,Yes,No,No,No,Monthly,No,Manual,56.75,245.15,No,19,1777
4002-BQWPQ,Male,0,No,No,25,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Monthly,No,Bank transfer (automatic),81.75,2028.8,No,25,3016
5651-YLPRD,Female,0,Yes,Yes,32,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Monthly,Yes,Manual,86.1,2723.75,No,49,2062
2826-DXLQO,Male,1,Yes,No,7,No,No,DSL,Yes,No,No,No,No,No,Monthly,No,Bank transfer (automatic),29.8,220.45,No,30,3413
4378-BZYFP,Male,0,No,No,17,Yes,No,No,No,No,No,No,No,No,One year,Yes,Manual,20.5,365.8,No,36,666
9489-UTFKA,Male,1,Yes,No,8,Yes,No,DSL,Yes,No,No,No,Yes,No,Monthly,No,Bank transfer (automatic),60.9,551.95,No,51,1748
4849-PYRLQ,Female,1,No,No,56,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),73.25,4054.2,No,58,4220
9117-SHLZX,Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Monthly,Yes,Manual,45.7,45.7,Yes,42,4965
9889-TMAHG,Male,1,No,No,8,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Monthly,No,Credit card (automatic),100.3,832.35,Yes,31,3697
4541-RMRLG,Male,0,No,No,7,Yes,No,No,No,No,No,No,No,No,Monthly,No,Manual,19.25,112.3,Yes,17,2518
7764-BDPEE,Male,0,No,Yes,3,Yes,No,No,No,No,No,No,No,No,Monthly,No,Manual,20.85,60.65,No,7,4323
3429-IFLEM,Female,0,No,No,71,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),77.35,5550.1,No,43,3781
3158-MOERK,Female,0,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Monthly,Yes,Manual,96.0,174.8,Yes,59,3666
7294-TMAOP,Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Monthly,No,Manual,90.55,90.55,Yes,52,1423
5002-GCQFH,Male,0,Yes,No,49,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Monthly,Yes,Bank transfer (automatic),93.85,4733.1,No,8,4242
0556-FJEGU,Male,0,No,No,58,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),70.1,4048.95,No,15,2334
8919-FYFQZ,Male,1,Yes,No,44,No,No,DSL,No,Yes,No,No,No,No,Monthly,Yes,Manual,30.35,1359.7,Yes,4,4122
0604-THJFP,Female,0,Yes,Yes,59,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),75.95,4542.35,No,30,686
2834-JRTUA,Male,0,No,No,71,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Manual,108.05,7532.15,Yes,41,2545
5875-YPQFJ,Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Monthly,Yes,Manual,69.9,69.9,Yes,46,2095
5879-SESNB,Female,0,No,No,11,Yes,Yes,Fiber optic,No,No,No,No,No,No,Monthly,No,Manual,75.25,888.65,No,9,2088
6646-QVXLR,Male,1,Yes,No,62,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Manual,103.75,6383.35,Yes,16,1107
6461-PPAXN,Female,0,Yes,Yes,35,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,Yes,Bank transfer (automatic),54.95,1916,No,11,3994
3318-ISQFQ,Female,0,No,No,20,Yes,No,No,No,No,No,No,No,No,Monthly,Yes,Bank transfer (automatic),19.5,413,No,42,4518
1106-HRLKZ,Male,0,Yes,Yes,40,Yes,No,No,No,No,No,No,No,No,Two year,No,Manual,19.6,808.95,No,55,2801
2483-XSSMZ,Female,0,No,No,39,Yes,No,DSL,Yes,No,No,No,No,No,One year,Yes,Manual,47.85,1886.4,No,24,1019
8603-IJWDN,Male,0,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Monthly,Yes,Manual,86.6,86.6,Yes,31,2338
8165-ZJRNM,Female,0,Yes,Yes,72,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),23.75,1679.25,No,2,2755
9369-XFEHK,Female,1,Yes,No,33,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Monthly,Yes,Bank transfer (automatic),80.6,2656.5,Yes,38,4880
2604-XVDAM,Female,0,No,No,12,Yes,No,DSL,No,No,No,No,No,No,Monthly,No,Bank transfer (automatic),43.8,540.95,No,26,1059
3717-OFRTN,Male,0,No,No,1,Yes,No,No,No,No,No,No,No,No,Monthly,No,Bank transfer (automatic),19.75,19.75,No,18,2449
9046-JBFWA,Male,0,No,Yes,27,Yes,No,No,No,No,No,No,No,No,Monthly,No,Manual,19.15,537.35,No,10,2788
3280-NMUVX,Male,0,Yes,Yes,34,Yes,No,No,No,No,No,No,No,No,One year,No,Credit card (automatic),19.6,678.8,No,2,3524
1206-EHBDD,Female,0,Yes,No,56,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Two year,No,Bank transfer (automatic),80.3,4513.65,No,20,2442
8361-LBRDI,Female,0,No,No,58,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),24.35,1423.85,No,3,4269
4883-KCPZJ,Female,0,Yes,Yes,22,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),25.25,555.4,No,58,3110
9108-EQPNQ,Female,0,Yes,Yes,10,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),26.1,225.55,No,1,1990
7277-KAMWT,Male,0,No,No,13,Yes,No,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),20.0,268.45,No,3,4028
3842-IYKUE,Female,0,No,No,35,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Monthly,No,Credit card (automatic),85.3,2917.5,Yes,21,573
6641-XRPSU,Female,0,No,No,34,Yes,No,Fiber optic,No,No,No,No,No,No,Monthly,Yes,Credit card (automatic),70.0,2416.1,Yes,29,1557
1374-DMZUI,Female,1,No,No,4,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Monthly,Yes,Manual,94.3,424.45,Yes,9,986
2545-LXYVJ,Male,0,Yes,No,72,Yes,No,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),20.7,1492.1,No,19,1851
3234-VKACU,Male,0,No,No,2,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Monthly,No,Manual,70.3,132.4,No,2,2518
8357-EQXFO,Female,0,No,No,7,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Monthly,Yes,Manual,95.35,660.9,Yes,33,4700
1989-PRJHP,Male,1,Yes,No,27,Yes,Yes,Fiber optic,No,No,No,No,No,No,Monthly,Yes,Manual,75.5,1893.95,Yes,24,2049
8120-JDCAM,Male,0,Yes,Yes,4,Yes,No,Fiber optic,No,No,No,No,No,No,Monthly,Yes,Manual,69.55,284.9,No,7,1983
8917-FAEMR,Female,0,No,No,37,Yes,No,No,No,No,No,No,No,No,Two year,No,Manual,19.85,784.25,No,9,792
7047-YXDMZ,Male,0,No,No,21,Yes,No,No,No,No,No,No,No,No,Monthly,No,Manual,20.0,417.7,No,26,2228
2858-EIMXH,Female,1,Yes,No,53,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),95.85,5016.25,No,20,2901
9524-EGPJC,Female,0,No,No,18,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Monthly,Yes,Manual,90.1,1612.75,Yes,41,496
6993-OHLXR,Female,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Monthly,No,Manual,68.95,119.75,Yes,31,1851
8818-XYFCQ,Male,0,Yes,Yes,32,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Monthly,Yes,Credit card (automatic),99.55,3204.65,Yes,3,3887
6419-ZTTLE,Male,1,Yes,No,23,Yes,No,No,No,No,No,No,No,No,One year,Yes,Manual,20.75,485.2,No,32,2214
0929-HYQEW,Male,0,No,No,3,Yes,No,DSL,Yes,No,No,No,No,No,Monthly,Yes,Manual,50.15,160.85,No,33,3754
6614-YOLAC,Female,0,Yes,Yes,71,No,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Manual,58.65,4145.25,No,40,455
7426-RHZGU,Male,0,No,No,9,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Monthly,Yes,Bank transfer (automatic),95.9,827.45,No,9,3670
4065-JJAVA,Female,0,No,No,1,Yes,No,DSL,No,Yes,No,No,No,No,Monthly,No,Manual,49.5,49.5,No,35,4267
4695-VADHF,Male,0,Yes,Yes,18,Yes,No,DSL,No,No,Yes,No,No,Yes,Monthly,No,Manual,57.45,990.85,Yes,18,2291
3863-IUBJR,Male,0,Yes,Yes,12,Yes,No,DSL,No,No,No,No,No,Yes,One year,No,Credit card (automatic),53.65,696.35,Yes,6,2067
7649-SIJJF,Male,0,Yes,No,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Manual,80.1,5585.4,No,45,3437
9361-YNQWJ,Female,0,No,No,64,Yes,Yes,No,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),24.4,1601.2,No,43,632
3748-FVMZZ,Male,0,No,No,4,No,No,DSL,No,No,No,Yes,No,Yes,Monthly,Yes,Manual,40.05,162.45,No,51,3350
9391-TTOYH,Female,0,No,No,23,Yes,No,No,No,No,No,No,No,No,Monthly,Yes,Manual,19.5,470.2,No,17,3325
1452-XRSJV,Female,0,Yes,Yes,39,Yes,No,DSL,Yes,No,No,No,No,No,Monthly,No,Credit card (automatic),51.05,2066,No,11,3162
3422-WJOYD,Male,0,Yes,No,28,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,No,Manual,54.35,1426.45,No,37,2103
8242-SOQUO,Female,1,No,No,5,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Monthly,Yes,Manual,84.7,392.5,No,59,882
7460-ITWWP,Female,1,Yes,No,45,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Monthly,Yes,Manual,86.1,3861.45,No,9,4089
7147-AYBAA,Male,0,No,No,37,Yes,No,Fiber optic,No,No,No,No,No,No,Monthly,Yes,Manual,70.35,2552.9,No,60,1278
7868-TMWMZ,Female,1,Yes,No,60,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),110.0,6668.35,No,42,1560
4822-RVYBB,Male,1,No,No,8,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Monthly,Yes,Manual,100.6,819.4,Yes,11,3477
6732-FZUGP,Female,0,No,No,47,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,One year,No,Credit card (automatic),94.9,4615.25,No,21,4686
8436-BJUMM,Male,0,Yes,Yes,26,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Monthly,Yes,Manual,83.75,2070.6,Yes,25,2721
4184-TJFAN,Female,1,Yes,Yes,3,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Monthly,Yes,Manual,88.3,273.75,Yes,2,3804
8329-GWVPJ,Female,0,Yes,Yes,50,Yes,No,Fiber optic,No,No,No,No,No,No,Monthly,Yes,Bank transfer (automatic),69.75,3557.7,No,44,3957
1352-VHKAJ,Male,0,Yes,Yes,27,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Monthly,No,Bank transfer (automatic),71.6,1957.1,No,56,4991
4145-UQXUQ,Female,1,No,No,8,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Monthly,Yes,Manual,92.1,729.95,Yes,55,3353
2632-TACXW,Female,0,Yes,No,62,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),23.65,1416.75,No,12,1570
8146-QQKZH,Female,0,Yes,No,71,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),81.85,5924.4,No,31,4051
1767-CJKBA,Male,0,No,No,66,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Manual,25.1,1697.7,No,38,4742
6445-TNRXS,Male,0,Yes,Yes,68,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),114.7,7849.85,No,44,4416
4581-LNWUM,Female,0,No,No,13,No,No,DSL,No,No,Yes,No,Yes,Yes,Monthly,No,Manual,49.15,649.4,No,57,3517
4869-EPIUS,Male,0,Yes,No,56,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Manual,80.9,4557.5,No,42,4597
9948-YPTDG,Male,0,Yes,No,38,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Monthly,Yes,Manual,79.45,3013.05,Yes,22,2098
1236-WFCDV,Male,1,No,No,14,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Monthly,No,Credit card (automatic),90.45,1266.1,Yes,46,309
1915-OAKWD,Female,0,No,Yes,16,Yes,No,No,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),19.3,360.35,No,41,1864
7296-PIXQY,Female,0,Yes,Yes,14,Yes,No,Fiber optic,No,No,No,No,No,No,Monthly,No,Manual,70.2,1046.5,No,1,1044
4883-QICIH,Male,0,Yes,Yes,32,Yes,No,Fiber optic,No,No,No,No,No,No,Monthly,Yes,Bank transfer (automatic),69.75,2347.9,Yes,16,1353
3354-OADJP,Female,0,No,No,8,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,No,Bank transfer (automatic),54.25,447.75,No,25,195
3524-WQDSG,Female,0,Yes,Yes,43,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Monthly,Yes,Bank transfer (automatic),99.3,4209.95,No,43,4301
0810-DHDBD,Female,0,No,No,52,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,One year,No,Credit card (automatic),74.0,3877.65,No,2,4010
4026-SKKHW,Male,0,No,No,3,Yes,No,DSL,No,No,No,Yes,No,No,Monthly,Yes,Manual,50.25,152.3,No,30,4075
2829-HYVZP,Male,0,No,No,29,Yes,No,No,No,No,No,No,No,No,One year,Yes,Manual,19.8,572.2,No,39,3185
8329-IBCTI,Female,0,No,No,1,Yes,No,No,No,No,No,No,No,No,Monthly,No,Manual,19.65,19.65,Yes,24,1837
1271-SJBGZ,Male,1,No,No,12,No,No,DSL,No,No,Yes,Yes,No,Yes,Monthly,Yes,Manual,43.65,526.95,Yes,50,4878
3845-JHAMY,Female,0,Yes,Yes,16,No,No,DSL,No,No,No,No,No,Yes,Monthly,Yes,Credit card (automatic),35.5,552.7,No,43,1759
7013-PSXHK,Female,0,No,No,40,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Manual,80.75,3208.65,No,50,3988
5669-SRAIP,Female,0,No,No,5,No,No,DSL,No,No,Yes,No,No,Yes,Monthly,No,Manual,39.5,210.75,Yes,23,4154
5981-ITEMU,Male,0,Yes,No,40,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Monthly,Yes,Bank transfer (automatic),97.1,3706.95,Yes,14,1574
3486-NPGST,Female,0,No,No,36,Yes,No,No,No,No,No,No,No,No,One year,No,Manual,19.55,620.75,No,13,3735
6941-PMGEP,Female,0,No,No,5,Yes,No,Fiber optic,No,No,No,No,No,Yes,Monthly,Yes,Manual,80.0,412.5,Yes,40,134
1624-WOIWJ,Female,0,No,No,10,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Monthly,Yes,Manual,84.7,832.05,Yes,39,3023
2074-GKOWZ,Male,0,Yes,Yes,2,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Monthly,Yes,Bank transfer (automatic),89.55,185.55,Yes,4,2817
0376-YMCJC,Male,0,No,No,23,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Monthly,Yes,Manual,90.6,1943.2,Yes,16,2412
6100-FJZDG,Male,0,Yes,Yes,26,Yes,No,No,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),20.05,505.9,No,31,3917
4829-ZLJTK,Female,1,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Manual,112.4,8046.85,No,41,3019
1730-VFMWO,Female,0,Yes,No,34,Yes,No,DSL,No,No,No,Yes,No,No,Monthly,No,Bank transfer (automatic),50.2,1815.3,No,31,731
7143-BQIBA,Male,0,No,No,10,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Monthly,No,Bank transfer (automatic),62.25,612.95,No,50,1352
3800-LYTRK,Female,0,No,No,14,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,No,Manual,55.7,795.15,No,46,4402
0634-SZPQA,Female,0,No,No,23,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Monthly,Yes,Bank transfer (automatic),90.05,2169.8,Yes,8,493
